prob,avg_cost,feasible,time
TEST_K100_1,3291.1989999999996,True,34.88014054298401
TEST_K100_2,3345.7269999999994,True,35.02585315704346
TEST_K200_1,2991.0095,True,174.2403542995453
TEST_K200_2,2948.5485,True,150.1835470199585
TEST_K50_1,3475.2540000000004,True,15.694315433502197
TEST_K50_2,3889.2179999999994,True,4.047799348831177
