prob,avg_cost,feasible,time
TEST_K100_1,3299.965,True,16.328016757965088
TEST_K100_2,3347.2629999999995,True,16.50681185722351
TEST_K200_1,3010.1574999999993,True,81.26367902755737
TEST_K200_2,2967.6679999999997,True,64.81609416007996
TEST_K50_1,3475.2540000000004,True,5.693047761917114
TEST_K50_2,3889.2179999999994,True,2.775998830795288
