prob,avg_cost,feasible,time
TEST_K100_1,3280.9609999999993,True,23.62198281288147
TEST_K100_2,3342.0769999999993,True,24.358267307281494
TEST_K200_1,2976.8400000000006,True,156.17323923110962
TEST_K200_2,2933.6375,True,122.82354354858398
TEST_K50_1,3475.2540000000004,True,8.274781703948975
TEST_K50_2,3889.2179999999994,True,3.0530593395233154
